date,1. open,2. high,3. low,4. close,5. volume
2024-06-03 10:10:00,194.24,194.563,194.0,194.56,699899.0
2024-06-03 10:15:00,194.57,194.93,194.54,194.895,1214232.0
2024-06-03 10:20:00,194.895,194.99,194.8,194.83,826716.0
2024-06-03 10:25:00,194.825,194.97,194.69,194.835,516818.0
2024-06-03 10:30:00,194.835,194.92,194.63,194.81,561576.0
2024-06-03 10:35:00,194.8,194.809,194.13,194.35,819856.0
2024-06-03 10:40:00,194.36,194.9,194.23,194.63,760178.0
2024-06-03 10:45:00,194.62,194.64,194.36,194.435,557242.0
2024-06-03 10:50:00,194.42,194.58,194.06,194.06,602974.0
2024-06-03 10:55:00,194.06,194.25,193.91,193.95,540049.0
2024-06-03 11:00:00,193.94,194.89,193.68,193.82,410981.0
2024-06-03 11:05:00,193.82,193.886,193.58,193.73,391842.0
2024-06-03 11:10:00,193.74,193.96,193.725,193.83,395853.0
2024-06-03 11:15:00,193.845,193.94,193.74,193.91,345216.0
2024-06-03 11:20:00,193.92,194.35,193.92,194.35,564063.0
2024-06-03 11:25:00,194.35,194.43,194.05,194.13,519865.0
2024-06-03 11:30:00,194.12,194.28,193.915,193.92,360673.0
2024-06-03 11:35:00,193.91,194.27,193.86,194.018,410609.0
2024-06-03 11:40:00,194.018,194.39,193.95,194.27,448185.0
2024-06-03 11:45:00,194.27,194.38,193.906,193.91,400786.0
2024-06-03 11:50:00,193.91,194.02,193.7,193.875,400479.0
2024-06-03 11:55:00,193.87,193.975,193.66,193.93,314867.0
2024-06-03 12:00:00,193.92,194.09,193.71,193.935,328997.0
2024-06-03 12:05:00,193.94,194.02,193.8,193.95,289983.0
2024-06-03 12:10:00,193.95,193.995,193.29,193.54,763598.0
2024-06-03 12:15:00,193.53,193.661,193.41,193.42,377662.0
2024-06-03 12:20:00,193.42,193.54,193.24,193.38,355187.0
2024-06-03 12:25:00,193.38,193.43,193.25,193.289,331007.0
2024-06-03 12:30:00,193.28,193.37,192.92,192.965,452147.0
2024-06-03 12:35:00,192.97,193.25,192.93,193.119,405196.0
2024-06-03 12:40:00,193.11,193.35,193.03,193.27,266846.0
2024-06-03 12:45:00,193.26,193.35,193.12,193.229,262225.0
2024-06-03 12:50:00,193.23,193.29,193.01,193.11,247723.0
2024-06-03 12:55:00,193.12,193.34,193.1,193.255,286330.0
2024-06-03 13:00:00,193.255,193.27,193.08,193.11,280835.0
2024-06-03 13:05:00,193.115,193.29,193.09,193.22,239309.0
2024-06-03 13:10:00,193.23,193.23,192.84,193.125,441248.0
2024-06-03 13:15:00,193.13,193.619,193.05,193.61,491092.0
2024-06-03 13:20:00,193.6,193.72,193.45,193.5,465365.0
2024-06-03 13:25:00,193.5,193.826,193.49,193.77,395352.0
2024-06-03 13:30:00,193.76,194.055,193.75,193.935,382921.0
2024-06-03 13:35:00,193.938,194.05,193.82,193.94,283885.0
2024-06-03 13:40:00,193.92,194.035,193.81,193.914,255924.0
2024-06-03 13:45:00,193.933,194.0,193.82,193.85,222853.0
2024-06-03 13:50:00,193.855,193.88,193.59,193.779,333383.0
2024-06-03 13:55:00,193.77,193.795,193.52,193.61,253061.0
2024-06-03 14:00:00,193.61,193.66,193.41,193.415,237062.0
2024-06-03 14:05:00,193.41,193.54,193.34,193.53,226426.0
2024-06-03 14:10:00,193.53,193.57,193.11,193.15,469382.0
2024-06-03 14:15:00,193.14,193.347,193.1,193.295,338311.0
2024-06-03 14:20:00,193.295,193.41,193.21,193.28,268913.0
2024-06-03 14:25:00,193.27,193.39,193.09,193.1,288965.0
2024-06-03 14:30:00,193.1,193.34,193.09,193.225,248055.0
2024-06-03 14:35:00,193.22,193.32,193.16,193.28,204674.0
2024-06-03 14:40:00,193.28,193.52,193.21,193.22,378219.0
2024-06-03 14:45:00,193.22,193.275,193.03,193.08,328371.0
2024-06-03 14:50:00,193.08,193.21,192.91,192.94,390849.0
2024-06-03 14:55:00,192.935,193.085,192.93,193.05,315709.0
2024-06-03 15:00:00,193.04,193.16,192.98,193.07,343441.0
2024-06-03 15:05:00,193.072,193.1,192.945,193.0,260540.0
2024-06-03 15:10:00,193.01,193.16,192.96,193.07,270667.0
2024-06-03 15:15:00,193.08,193.33,193.04,193.32,327289.0
2024-06-03 15:20:00,193.32,193.46,193.26,193.37,416641.0
2024-06-03 15:25:00,193.35,193.43,193.255,193.354,300593.0
2024-06-03 15:30:00,193.36,193.58,193.31,193.57,430453.0
2024-06-03 15:35:00,193.562,193.58,193.28,193.425,518377.0
2024-06-03 15:40:00,193.43,193.66,193.43,193.471,468663.0
2024-06-03 15:45:00,193.47,193.65,193.415,193.635,376359.0
2024-06-03 15:50:00,193.64,193.695,193.34,193.52,1270940.0
2024-06-03 15:55:00,193.52,194.11,193.49,194.09,2053883.0
2024-06-03 16:00:00,194.09,194.22,193.78,194.201,11962010.0
2024-06-03 16:05:00,194.2,194.4,192.25,194.33,165375.0
2024-06-03 16:10:00,194.32,194.37,194.03,194.2,12632.0
2024-06-03 16:15:00,194.03,194.29,194.03,194.27,10779.0
2024-06-03 16:20:00,194.03,194.29,194.03,194.2,52283.0
2024-06-03 16:25:00,194.2,194.25,194.13,194.16,1813.0
2024-06-03 16:30:00,194.14,194.2,194.13,194.175,5299.0
2024-06-03 16:35:00,194.175,194.28,194.03,194.22,44251.0
2024-06-03 16:40:00,194.245,194.25,194.2,194.22,2799.0
2024-06-03 16:45:00,194.215,194.23,193.61,194.15,5422.0
2024-06-03 16:50:00,194.155,194.2,194.0,194.15,28666.0
2024-06-03 16:55:00,194.14,201.742,194.062,194.119,8695.0
2024-06-03 17:00:00,194.09,205.934,189.507,194.095,5098.0
2024-06-03 17:05:00,194.11,205.934,194.08,194.09,944.0
2024-06-03 17:10:00,194.09,194.1,194.0,194.09,1003.0
2024-06-03 17:15:00,194.1,194.15,194.08,194.105,6802.0
2024-06-03 17:20:00,194.13,194.13,194.08,194.08,991.0
2024-06-03 17:25:00,194.105,194.13,194.08,194.105,1001.0
2024-06-03 17:30:00,194.08,194.13,194.05,194.085,3397.0
2024-06-03 17:35:00,194.09,194.11,194.03,194.03,2036.0
2024-06-03 17:40:00,189.98,194.1,189.98,194.045,1652.0
2024-06-03 17:45:00,194.045,194.1,194.03,194.08,1617.0
2024-06-03 17:50:00,194.07,194.1,194.03,194.08,16191.0
2024-06-03 17:55:00,194.06,194.1,194.03,194.065,5734.0
2024-06-03 18:00:00,194.1,194.11,194.04,194.07,1836.0
2024-06-03 18:05:00,194.055,194.07,194.03,194.05,4252.0
2024-06-03 18:10:00,194.04,194.11,194.03,194.11,5209.0
2024-06-03 18:15:00,194.11,194.13,194.04,194.11,1211.0
2024-06-03 18:20:00,194.12,194.12,194.1,194.12,1345.0
2024-06-03 18:25:00,194.1,194.12,194.08,194.12,2765.0
2024-06-03 18:30:00,194.08,194.29,194.08,194.12,4874.0
2024-06-03 18:35:00,194.12,194.12,194.08,194.12,893.0
2024-06-03 18:40:00,194.11,194.12,194.08,194.12,3408.0
2024-06-03 18:45:00,194.12,194.12,194.03,194.03,3569.0
2024-06-03 18:50:00,194.07,194.11,194.03,194.04,1763.0
2024-06-03 18:55:00,194.09,194.09,194.03,194.06,4020.0
2024-06-03 19:00:00,194.065,194.1,194.03,194.06,1406.0
2024-06-03 19:05:00,194.045,194.06,194.03,194.03,654.0
2024-06-03 19:10:00,194.03,194.1,194.03,194.05,1301.0
2024-06-03 19:15:00,194.075,194.1,194.05,194.1,572.0
2024-06-03 19:20:00,194.07,194.12,194.07,194.095,1313.0
2024-06-03 19:25:00,194.12,194.12,194.035,194.035,3083.0
2024-06-03 19:30:00,194.04,194.04,194.03,194.035,3112.0
2024-06-03 19:35:00,194.035,194.1,194.03,194.06,1117.0
2024-06-03 19:40:00,194.065,194.1,194.03,194.085,1519.0
2024-06-03 19:45:00,194.1,194.12,194.03,194.05,3176.0
2024-06-03 19:50:00,194.05,194.11,194.05,194.06,1647.0
2024-06-03 19:55:00,194.06,194.1,194.05,194.1,4052.0
2024-06-04 04:00:00,194.33,194.33,193.62,193.67,2306.0
2024-06-04 04:05:00,193.67,193.67,193.5,193.54,2628.0
2024-06-04 04:10:00,193.58,193.6,193.45,193.45,4475.0
2024-06-04 04:15:00,193.45,193.57,193.42,193.52,2529.0
2024-06-04 04:20:00,193.53,193.8,193.52,193.7,2886.0
2024-06-04 04:25:00,193.72,193.74,193.53,193.61,2293.0
2024-06-04 04:30:00,193.64,193.65,193.42,193.42,1808.0
2024-06-04 04:35:00,193.42,193.52,193.41,193.48,857.0
2024-06-04 04:40:00,193.49,193.6,193.49,193.6,49.0
2024-06-04 04:45:00,193.6,193.6,193.48,193.48,415.0
2024-06-04 04:50:00,193.46,193.51,193.31,193.31,4917.0
2024-06-04 04:55:00,193.31,193.4,193.27,193.33,290.0
2024-06-04 05:00:00,193.39,193.41,193.12,193.17,1459.0
2024-06-04 05:05:00,193.27,193.31,193.1,193.31,2376.0
2024-06-04 05:10:00,193.33,193.34,193.16,193.27,1635.0
2024-06-04 05:15:00,193.22,193.23,193.02,193.09,2616.0
2024-06-04 05:20:00,193.09,193.15,193.04,193.07,1153.0
2024-06-04 05:25:00,193.09,193.21,193.09,193.2,2123.0
2024-06-04 05:30:00,193.18,193.34,193.18,193.28,829.0
2024-06-04 05:35:00,193.26,193.32,193.2,193.24,527.0
2024-06-04 05:40:00,193.25,193.47,193.25,193.42,3295.0
2024-06-04 05:45:00,193.41,193.46,193.22,193.33,3791.0
2024-06-04 05:50:00,193.27,193.31,193.2,193.25,1487.0
2024-06-04 05:55:00,193.25,193.29,193.2,193.24,1227.0
2024-06-04 06:00:00,193.21,193.26,193.18,193.25,227.0
2024-06-04 06:05:00,193.25,193.26,193.02,193.17,2024.0
2024-06-04 06:10:00,193.14,193.2,193.06,193.14,742.0
2024-06-04 06:15:00,193.23,193.44,193.23,193.44,3126.0
2024-06-04 06:20:00,193.42,193.46,193.41,193.41,231.0
2024-06-04 06:25:00,193.41,193.46,193.33,193.42,776.0
2024-06-04 06:30:00,193.39,193.39,193.25,193.38,1255.0
2024-06-04 06:35:00,193.38,193.4,193.35,193.38,92.0
2024-06-04 06:40:00,193.38,193.38,193.33,193.35,207.0
2024-06-04 06:45:00,193.38,193.38,193.27,193.29,453.0
2024-06-04 06:50:00,193.32,193.32,193.27,193.31,852.0
2024-06-04 06:55:00,193.3,193.38,193.29,193.35,482.0
2024-06-04 07:00:00,193.38,193.5,193.33,193.45,3128.0
2024-06-04 07:05:00,193.45,193.48,193.36,193.43,3729.0
2024-06-04 07:10:00,193.45,193.45,193.4,193.4,1934.0
2024-06-04 07:15:00,193.38,193.47,193.34,193.45,3682.0
2024-06-04 07:20:00,193.43,193.63,193.41,193.6,5230.0
2024-06-04 07:25:00,193.6,193.66,193.58,193.58,1168.0
2024-06-04 07:30:00,193.57,193.67,193.57,193.66,832.0
2024-06-04 07:35:00,193.66,193.88,193.63,193.77,4227.0
2024-06-04 07:40:00,193.77,193.89,193.77,193.88,3851.0
2024-06-04 07:45:00,193.87,193.93,193.86,193.87,5401.0
2024-06-04 07:50:00,193.87,193.89,193.6,193.66,3099.0
2024-06-04 07:55:00,193.64,193.75,193.6,193.65,4117.0
2024-06-04 08:00:00,193.45,194.42,193.008,194.09,48019.0
2024-06-04 08:05:00,194.3,194.42,193.53,193.68,16539.0
2024-06-04 08:10:00,193.685,193.84,193.55,193.64,1196.0
2024-06-04 08:15:00,193.56,193.69,193.55,193.64,1606.0
2024-06-04 08:20:00,193.61,193.71,193.6,193.67,3765.0
2024-06-04 08:25:00,193.68,194.03,193.65,193.755,1328.0
2024-06-04 08:30:00,193.755,194.03,193.73,193.754,13241.0
2024-06-04 08:35:00,193.78,193.81,193.67,193.74,3834.0
2024-06-04 08:40:00,193.73,193.85,193.64,193.808,7133.0
2024-06-04 08:45:00,193.77,193.95,193.69,193.87,5720.0
2024-06-04 08:50:00,193.84,193.95,193.8,193.88,8404.0
2024-06-04 08:55:00,193.868,194.0,193.82,193.88,4963.0
2024-06-04 09:00:00,193.976,194.0,193.81,193.91,4495.0
2024-06-04 09:05:00,193.925,194.0,193.9,193.94,8234.0
2024-06-04 09:10:00,193.927,194.04,193.85,194.03,12196.0
2024-06-04 09:15:00,194.025,194.09,193.92,194.01,6221.0
2024-06-04 09:20:00,194.0,194.05,193.89,193.99,9215.0
2024-06-04 09:25:00,193.99,194.87,193.87,194.61,139614.0
2024-06-04 09:30:00,194.635,195.0,193.85,193.9,2692819.0
2024-06-04 09:35:00,193.91,194.79,193.68,193.733,880292.0
2024-06-04 09:40:00,193.71,193.73,193.33,193.4,637294.0
2024-06-04 09:45:00,193.425,193.48,193.16,193.455,926771.0
2024-06-04 09:50:00,193.46,193.64,193.28,193.43,615898.0
2024-06-04 09:55:00,193.43,193.44,193.034,193.18,518913.0
2024-06-04 10:00:00,193.18,193.81,193.165,193.44,1014662.0
2024-06-04 10:05:00,193.42,193.47,193.08,193.175,557533.0
2024-06-04 10:10:00,193.18,193.76,193.09,193.49,1023726.0
2024-06-04 10:15:00,193.493,193.925,193.45,193.855,540189.0
2024-06-04 10:20:00,193.841,193.96,193.59,193.78,399766.0
2024-06-04 10:25:00,193.77,194.08,193.71,194.03,490681.0
2024-06-04 10:30:00,194.025,194.4,193.88,193.98,1045076.0
2024-06-04 10:35:00,193.99,194.03,193.66,193.91,379517.0
2024-06-04 10:40:00,193.92,194.24,193.915,194.22,449977.0
2024-06-04 10:45:00,194.215,194.22,193.81,193.92,402747.0
2024-06-04 10:50:00,193.92,194.18,193.91,194.18,339101.0
2024-06-04 10:55:00,194.169,194.24,194.01,194.18,467758.0
2024-06-04 11:00:00,194.19,194.27,194.073,194.13,392609.0
2024-06-04 11:05:00,194.122,194.23,193.955,194.04,320791.0
2024-06-04 11:10:00,194.05,194.16,193.855,193.9,315852.0
2024-06-04 11:15:00,193.9,194.11,193.88,194.015,271410.0
2024-06-04 11:20:00,194.015,194.2,193.995,194.18,312093.0
2024-06-04 11:25:00,194.19,194.28,194.03,194.05,335374.0
2024-06-04 11:30:00,194.055,194.055,193.81,193.87,300337.0
2024-06-04 11:35:00,193.875,193.93,193.715,193.87,310433.0
2024-06-04 11:40:00,193.87,194.1,193.86,194.06,275069.0
2024-06-04 11:45:00,194.06,194.17,194.02,194.08,318221.0
2024-06-04 11:50:00,194.09,194.18,193.912,193.912,317459.0
2024-06-04 11:55:00,193.915,193.935,193.82,193.85,263845.0
2024-06-04 12:00:00,193.845,194.09,193.845,194.005,238549.0
2024-06-04 12:05:00,194.0,194.215,193.97,194.135,283622.0
2024-06-04 12:10:00,194.135,194.24,194.11,194.24,242308.0
2024-06-04 12:15:00,194.24,194.385,193.95,194.38,462188.0
2024-06-04 12:20:00,194.375,194.43,194.265,194.29,291456.0
2024-06-04 12:25:00,194.29,194.49,194.275,194.47,290346.0
2024-06-04 12:30:00,194.47,194.48,194.34,194.43,333132.0
2024-06-04 12:35:00,194.435,194.479,194.39,194.465,225138.0
2024-06-04 12:40:00,194.465,194.81,194.45,194.74,569810.0
2024-06-04 12:45:00,194.74,194.82,194.71,194.73,268846.0
2024-06-04 12:50:00,194.72,194.73,194.48,194.52,274771.0
2024-06-04 12:55:00,194.52,194.6,194.48,194.525,175005.0
2024-06-04 13:00:00,194.525,194.55,194.38,194.45,188638.0
2024-06-04 13:05:00,194.46,194.57,194.41,194.56,224963.0
2024-06-04 13:10:00,194.565,194.74,194.545,194.69,214213.0
2024-06-04 13:15:00,194.69,194.7,194.545,194.638,195340.0
2024-06-04 13:20:00,194.64,194.79,194.64,194.79,359786.0
2024-06-04 13:25:00,194.79,194.82,194.575,194.805,278952.0
2024-06-04 13:30:00,194.81,194.86,194.46,194.49,400575.0
2024-06-04 13:35:00,194.49,194.575,194.41,194.48,311637.0
2024-06-04 13:40:00,194.48,194.68,194.47,194.55,218006.0
2024-06-04 13:45:00,194.55,194.72,194.55,194.665,191645.0
2024-06-04 13:50:00,194.665,194.72,194.54,194.64,201389.0
2024-06-04 13:55:00,194.63,194.67,194.45,194.57,200403.0
2024-06-04 14:00:00,194.57,194.71,194.539,194.7,211910.0
2024-06-04 14:05:00,194.705,194.74,194.63,194.72,234084.0
2024-06-04 14:10:00,194.72,194.92,194.695,194.92,489418.0
2024-06-04 14:15:00,194.93,195.19,194.92,194.98,1381732.0
2024-06-04 14:20:00,195.0,195.32,194.98,195.21,660831.0
2024-06-04 14:25:00,195.22,195.26,195.0,195.235,551909.0
2024-06-04 14:30:00,195.23,195.32,195.01,195.03,312733.0
2024-06-04 14:35:00,195.04,195.08,194.94,195.02,338531.0
2024-06-04 14:40:00,195.02,195.19,194.94,195.11,307005.0
2024-06-04 14:45:00,195.11,195.15,195.005,195.085,269353.0
2024-06-04 14:50:00,195.07,195.15,194.87,194.88,308855.0
2024-06-04 14:55:00,194.885,194.915,194.64,194.67,355685.0
2024-06-04 15:00:00,194.66,194.705,193.93,194.01,694733.0
2024-06-04 15:05:00,194.015,194.21,193.93,194.2,531380.0
2024-06-04 15:10:00,194.19,194.405,194.15,194.215,586926.0
2024-06-04 15:15:00,194.21,194.5,194.17,194.37,507382.0
2024-06-04 15:20:00,194.37,194.5,194.34,194.37,389602.0
2024-06-04 15:25:00,194.375,194.55,194.365,194.505,469405.0
2024-06-04 15:30:00,194.505,194.65,194.42,194.605,506559.0
2024-06-04 15:35:00,194.61,194.62,194.335,194.46,381967.0
2024-06-04 15:40:00,194.455,194.79,194.45,194.785,408696.0
2024-06-04 15:45:00,194.785,194.87,194.41,194.78,515737.0
2024-06-04 15:50:00,194.775,194.85,194.235,194.255,870678.0
2024-06-04 15:55:00,194.26,194.43,194.18,194.365,1368918.0
2024-06-04 16:00:00,194.365,194.38,194.08,194.28,15362734.0
2024-06-04 16:05:00,194.28,194.494,194.28,194.43,45515.0
2024-06-04 16:10:00,194.44,194.5,194.35,194.445,21751.0
2024-06-04 16:15:00,194.43,194.46,194.26,194.35,13964.0
2024-06-04 16:20:00,194.35,194.4,194.35,194.375,37354.0
2024-06-04 16:25:00,194.36,194.38,194.35,194.38,1810.0
2024-06-04 16:30:00,194.38,194.4,194.35,194.399,37177.0
2024-06-04 16:35:00,194.38,194.4,194.305,194.33,7000.0
2024-06-04 16:40:00,194.32,194.4,194.32,194.36,17815.0
2024-06-04 16:45:00,194.39,194.4,194.36,194.4,1549.0
2024-06-04 16:50:00,194.4,198.982,193.395,194.41,1665.0
2024-06-04 16:55:00,194.42,198.982,194.35,194.4,1243994.0
2024-06-04 17:00:00,194.4,194.46,194.35,194.41,2094.0
2024-06-04 17:05:00,194.42,194.42,194.41,194.41,1137.0
2024-06-04 17:10:00,194.415,194.435,168.0,194.28,5017.0
2024-06-04 17:15:00,194.33,194.4,194.26,194.31,888.0
2024-06-04 17:20:00,194.278,194.32,194.27,194.3,426.0
2024-06-04 17:25:00,194.31,194.36,194.3,194.36,1729.0
2024-06-04 17:30:00,194.36,194.715,192.915,194.36,910.0
2024-06-04 17:35:00,194.36,194.4,194.35,194.38,120668.0
2024-06-04 17:40:00,194.36,194.4,194.35,194.39,5893.0
2024-06-04 17:45:00,194.37,194.425,194.345,194.37,6301.0
2024-06-04 17:50:00,194.365,194.44,194.36,194.37,452.0
2024-06-04 17:55:00,194.39,194.41,194.36,194.399,939.0
2024-06-04 18:00:00,194.37,194.45,194.36,194.45,2250.0
2024-06-04 18:05:00,194.4,194.45,194.35,194.38,604484.0
2024-06-04 18:10:00,194.38,194.45,194.38,194.41,1509.0
2024-06-04 18:15:00,194.43,194.45,194.39,194.425,242.0
2024-06-04 18:20:00,194.43,194.46,194.41,194.45,1075.0
2024-06-04 18:25:00,194.46,194.46,194.44,194.45,541.0
2024-06-04 18:30:00,194.46,194.46,194.4,194.46,639.0
2024-06-04 18:35:00,194.46,194.47,194.4,194.435,415.0
2024-06-04 18:40:00,194.435,194.47,194.4,194.445,336.0
2024-06-04 18:45:00,194.43,194.465,194.43,194.465,858.0
2024-06-04 18:50:00,194.47,194.5,194.46,194.47,2698.0
2024-06-04 18:55:00,194.47,194.59,194.47,194.51,2012.0
2024-06-04 19:00:00,194.5,194.59,194.48,194.58,1453.0
2024-06-04 19:05:00,194.58,195.0,194.49,194.63,3384.0
2024-06-04 19:10:00,194.5,194.88,194.5,194.595,2358.0
2024-06-04 19:15:00,194.595,194.76,194.52,194.68,2704.0
2024-06-04 19:20:00,194.7,194.74,194.64,194.7,1201.0
2024-06-04 19:25:00,194.7,194.75,194.66,194.68,1766.0
2024-06-04 19:30:00,194.68,194.73,194.64,194.71,3119.0
2024-06-04 19:35:00,194.72,194.73,194.64,194.73,1053.0
2024-06-04 19:40:00,194.685,194.71,194.5,194.65,1367.0
2024-06-04 19:45:00,194.56,194.64,194.5,194.52,965.0
2024-06-04 19:50:00,194.54,194.64,194.5,194.565,1981.0
2024-06-04 19:55:00,194.5,194.65,194.5,194.615,4525.0
2024-06-05 04:00:00,194.87,195.14,194.84,194.95,3848.0
2024-06-05 04:05:00,194.95,195.09,194.93,194.97,1275.0
2024-06-05 04:10:00,195.05,195.2,195.0,195.15,5883.0
2024-06-05 04:15:00,195.13,195.2,194.75,194.77,6453.0
2024-06-05 04:20:00,194.77,194.8,194.66,194.78,3341.0
2024-06-05 04:25:00,194.72,194.85,194.72,194.8,407.0
2024-06-05 04:30:00,194.76,194.85,194.72,194.84,1243.0
2024-06-05 04:35:00,194.85,194.85,194.79,194.85,1892.0
2024-06-05 04:40:00,194.85,194.9,194.85,194.9,177.0
2024-06-05 04:45:00,194.9,194.9,194.82,194.82,636.0
2024-06-05 04:50:00,194.87,194.9,194.81,194.81,1041.0
2024-06-05 04:55:00,194.81,194.86,194.8,194.81,626.0
2024-06-05 05:00:00,194.82,194.92,194.82,194.9,3324.0
2024-06-05 05:05:00,194.94,194.96,194.9,194.93,2141.0
2024-06-05 05:10:00,194.94,194.95,194.84,194.88,4032.0
2024-06-05 05:15:00,194.86,194.92,194.81,194.85,1566.0
2024-06-05 05:20:00,194.87,194.92,194.75,194.77,1585.0
2024-06-05 05:25:00,194.77,194.85,194.67,194.78,1081.0
2024-06-05 05:30:00,194.75,194.76,194.68,194.69,750.0
2024-06-05 05:35:00,194.74,194.75,194.55,194.58,9800.0
2024-06-05 05:40:00,194.61,194.69,194.59,194.64,494.0
2024-06-05 05:45:00,194.71,194.79,194.71,194.77,1421.0
2024-06-05 05:50:00,194.77,194.8,194.67,194.76,2115.0
2024-06-05 05:55:00,194.77,194.79,194.66,194.74,89.0
2024-06-05 06:00:00,194.68,194.75,194.61,194.71,1092.0
2024-06-05 06:05:00,194.71,194.76,194.65,194.74,559.0
2024-06-05 06:10:00,194.71,194.77,194.68,194.77,613.0
